,Pokemon No.,Name,Type 1,appear_rate,l_evening,l_morn,l_night,population_density,appearance_convert,show_pattern
92,93,Haunter,Ghost,0.04833333333333333,0.2272727272727273,0.3295454545454545,0.4431818181818182,1524.0,443.2,0
93,94,Gengar,Ghost,0.004,0.3333333333333333,0.2222222222222222,0.4444444444444444,911.6,444.4,0
94,95,Onix,Rock,0.06833333333333333,0.31868131868131866,0.21978021978021975,0.4615384615384616,1894.5,461.5,1
95,96,Drowzee,Psychic,3.501666666666667,0.2832435960189264,0.3297438407570566,0.38701256322401695,1607.5,387.0,1
96,97,Hypno,Psychic,0.106,0.2789473684210526,0.3578947368421053,0.3631578947368421,1643.6,363.2,1
97,98,Krabby,Water,1.546,0.26699226699226697,0.33618233618233617,0.3968253968253968,1763.4,396.8,1
98,99,Kingler,Water,0.051,0.313953488372093,0.313953488372093,0.372093023255814,1696.6,372.1,1
99,100,Voltorb,Electric,0.3576666666666667,0.2923076923076923,0.388034188034188,0.31965811965811963,1289.8,38.8,0
100,101,Electrode,Electric,0.011333333333333329,0.4,0.3,0.3,983.6,4.0,0
101,102,Exeggcute,Grass,0.5953333333333333,0.29878869448183043,0.30955585464333785,0.3916554508748318,1507.4,391.7,0
102,103,Exeggutor,Grass,0.009666666666666669,0.2857142857142857,0.21428571428571427,0.5,1481.8,500.0,0
103,104,Cubone,Ground,0.31,0.2485549132947977,0.23410404624277456,0.5173410404624278,1443.8,517.3,0
104,105,Marowak,Ground,0.009666666666666669,0.4375,0.0625,0.5,1224.9,500.0,0
105,106,Hitmonlee,Fighting,0.018666666666666658,0.40625,0.1875,0.40625,1497.7,4.1,0
106,107,Hitmonchan,Fighting,0.013333333333333334,0.17647058823529413,0.35294117647058826,0.4705882352941176,933.9,470.6,0
107,108,Lickitung,Normal,0.015333333333333334,0.2,0.24,0.56,1063.6,560.0,0
108,109,Koffing,Poison,0.2013333333333333,0.3181818181818182,0.3363636363636364,0.34545454545454546,1308.8,345.5,0
109,110,Weezing,Poison,0.005333333333333333,0.3,0.4,0.3,1187.0,40.0,0
110,111,Rhyhorn,Ground,0.3943333333333333,0.2505399568034557,0.23974082073434125,0.5097192224622029,1344.4,509.7,0
111,112,Rhydon,Ground,0.014333333333333332,0.2857142857142857,0.3333333333333333,0.3809523809523809,1903.3,381.0,1
112,113,Chansey,Normal,0.007333333333333333,0.42857142857142855,0.0,0.5714285714285714,785.7,571.4,0
113,114,Tangela,Grass,0.11233333333333334,0.2974683544303797,0.3227848101265823,0.37974683544303794,2202.5,379.7,1
114,115,Kangaskhan,Normal,0.011333333333333329,0.38235294117647056,0.3235294117647059,0.29411764705882354,753.4,3.8,0
115,116,Horsea,Water,0.7656666666666667,0.2855973813420622,0.3019639934533552,0.4124386252045826,1788.2,412.4,1
116,117,Seadra,Water,0.027999999999999997,0.2888888888888889,0.37777777777777777,0.3333333333333333,1734.4,37.8,1
117,118,Goldeen,Water,1.2806666666666666,0.2739463601532567,0.3232758620689655,0.4027777777777778,1931.5,402.8,1
118,119,Seaking,Water,0.050666666666666665,0.3780487804878049,0.3414634146341464,0.2804878048780488,1761.2,3.8,1
119,120,Staryu,Water,1.185,0.2906378600823045,0.2962962962962963,0.4130658436213992,2005.2,413.1,1
120,121,Starmie,Water,0.01933333333333333,0.2682926829268293,0.2926829268292683,0.4390243902439024,1847.0,439.0,1
121,122,Mr. Mime,Psychic,0.115,0.28514056224899603,0.37751004016064255,0.3373493975903614,1312.0,37.8,0
122,123,Scyther,Bug,0.10233333333333333,0.3409090909090909,0.20454545454545456,0.4545454545454545,1515.5,454.5,0
123,124,Jynx,Ice,0.25166666666666665,0.2748267898383372,0.3695150115473441,0.3556581986143187,1861.9,37.0,1
124,125,Electabuzz,Electric,0.043333333333333335,0.2631578947368421,0.42105263157894735,0.3157894736842105,1760.0,42.1,1
125,126,Magmar,Fire,0.06733333333333333,0.2857142857142857,0.1326530612244898,0.5816326530612245,2504.7,581.6,1
126,127,Pinsir,Bug,0.468,0.2346041055718475,0.30498533724340177,0.4604105571847507,2449.3,460.4,1
127,128,Tauros,Normal,0.22333333333333333,0.34299516908212563,0.2463768115942029,0.4106280193236715,1596.9,410.6,1
128,129,Magikarp,Water,2.6460000000000004,0.3076026119402985,0.30806902985074625,0.3843283582089552,1814.0,384.3,1
129,130,Gyarados,Water,0.0033333333333333327,0.5,0.0,0.5,3563.7,5.0,1
130,131,Lapras,Water,0.006666666666666667,0.16666666666666666,0.4166666666666667,0.4166666666666667,1151.9,41.7,0
132,133,Eevee,Normal,3.913333333333333,0.2824008498583569,0.30417847025495753,0.4134206798866856,986.4,413.4,0
133,134,Vaporeon,Water,0.008666666666666666,0.3636363636363637,0.3636363636363637,0.2727272727272727,1750.3,3.6,1
134,135,Jolteon,Electric,0.0033333333333333327,0.0,0.1,0.9,1299.2,900.0,0
135,136,Flareon,Fire,0.006,0.5,0.25,0.25,1272.1,5.0,0
136,137,Porygon,Normal,0.0046666666666666645,0.125,0.75,0.125,1523.2,75.0,0
137,138,Omanyte,Rock,0.08233333333333334,0.29357798165137616,0.3394495412844037,0.3669724770642202,1856.5,367.0,1
138,139,Omastar,Rock,0.0023333333333333327,0.14285714285714285,0.0,0.8571428571428571,2587.6,857.1,1
139,140,Kabuto,Rock,0.08733333333333332,0.3193277310924369,0.29411764705882354,0.3865546218487395,2720.8,386.6,1
140,141,Kabutops,Rock,0.0016666666666666668,0.2,0.4,0.4,1731.6,40.0,1
141,142,Aerodactyl,Rock,0.011333333333333329,0.2352941176470588,0.4705882352941176,0.29411764705882354,2452.4,47.1,1
142,143,Snorlax,Normal,0.024333333333333332,0.28,0.36,0.36,1381.4,36.0,0
